Date,Open,High,Low,Close,Adj Close,Volume
2020-08-19,2141.000000,2154.000000,2121.350098,2131.550049,2124.715088,15731396
2020-08-20,2120.000000,2123.899902,2088.000000,2097.050049,2090.325684,10401212
2020-08-21,2118.000000,2122.000000,2077.000000,2081.850098,2075.174316,11667129
2020-08-24,2091.399902,2104.500000,2070.500000,2095.750000,2089.029785,15098991
2020-08-25,2106.000000,2111.300049,2078.000000,2082.100098,2075.423584,8947563
2020-08-26,2085.000000,2147.949951,2047.000000,2137.300049,2130.446533,27630190
2020-08-27,2148.000000,2150.000000,2103.250000,2110.600098,2103.832275,12961252
2020-08-28,2120.000000,2132.899902,2106.250000,2116.149902,2109.364258,12537520
2020-08-31,2174.000000,2174.000000,2060.350098,2080.699951,2074.028076,28648125
2020-09-01,2100.000000,2122.399902,2062.399902,2087.250000,2080.556885,17821397
2020-09-02,2092.000000,2138.000000,2085.000000,2128.199951,2121.375732,12437162
2020-09-03,2128.000000,2138.750000,2103.000000,2112.100098,2105.327393,8577634
2020-09-04,2083.550049,2096.949951,2072.199951,2077.250000,2070.589111,13141644
2020-09-07,2084.000000,2105.750000,2044.250000,2082.649902,2075.971680,10119064
2020-09-08,2092.000000,2121.000000,2080.500000,2107.100098,2100.343506,12643749
2020-09-09,2085.000000,2167.800049,2081.449951,2161.350098,2154.419434,25525961
2020-09-10,2183.100098,2344.949951,2175.350098,2314.000000,2306.579834,64750460
2020-09-11,2312.000000,2337.850098,2287.100098,2319.750000,2312.311523,27445768
2020-09-14,2325.000000,2360.000000,2282.000000,2302.550049,2295.166748,20335273
2020-09-15,2311.949951,2325.750000,2288.149902,2318.850098,2311.414551,12542824
2020-09-16,2320.000000,2369.350098,2310.550049,2324.550049,2317.096191,15668979
2020-09-17,2320.000000,2333.699951,2291.850098,2298.750000,2291.378906,11919927
2020-09-18,2314.250000,2319.449951,2276.550049,2305.699951,2298.306396,15264068
2020-09-21,2300.000000,2336.000000,2247.350098,2255.850098,2248.616455,15519031
2020-09-22,2277.000000,2277.000000,2201.550049,2211.149902,2204.059570,16056620
2020-09-23,2260.000000,2276.750000,2205.300049,2230.800049,2223.646729,19839282
2020-09-24,2207.899902,2226.000000,2176.050049,2181.199951,2174.205811,13764841
2020-09-25,2189.000000,2212.800049,2167.300049,2201.699951,2194.639893,13095028
2020-09-28,2227.000000,2238.000000,2207.050049,2216.250000,2209.143311,9076248
2020-09-29,2225.000000,2264.000000,2216.250000,2245.050049,2237.851074,11926328
2020-09-30,2260.000000,2267.000000,2225.000000,2234.350098,2227.185303,11290667
2020-10-01,2263.800049,2263.800049,2214.000000,2225.250000,2218.114502,9591456
2020-10-05,2244.000000,2249.149902,2206.000000,2212.199951,2205.106201,8732869
2020-10-06,2225.250000,2233.899902,2201.649902,2210.350098,2203.262451,8497216
2020-10-07,2235.000000,2309.000000,2220.000000,2257.500000,2250.260986,24538346
2020-10-08,2259.000000,2268.000000,2222.100098,2239.250000,2232.069580,9727405
2020-10-09,2235.000000,2253.000000,2217.100098,2233.449951,2226.288086,8558745
2020-10-12,2235.000000,2255.750000,2226.250000,2237.050049,2229.876709,6565515
2020-10-13,2230.600098,2285.750000,2225.850098,2280.699951,2273.386719,10666190
2020-10-14,2278.899902,2304.000000,2268.500000,2287.500000,2280.164795,12341434
2020-10-15,2290.000000,2290.000000,2195.000000,2206.500000,2199.424561,9246702
2020-10-16,2215.000000,2232.500000,2172.649902,2175.800049,2168.822998,9960828
2020-10-19,2190.050049,2228.699951,2155.149902,2176.199951,2169.221680,14398973
2020-10-20,2179.000000,2193.000000,2152.250000,2155.899902,2148.986816,8529573
2020-10-21,2168.000000,2192.000000,2097.750000,2124.600098,2117.787354,15728986
2020-10-22,2127.399902,2132.500000,2091.000000,2106.949951,2100.193848,14215215
2020-10-23,2106.000000,2135.000000,2096.399902,2113.050049,2106.274414,10809307
2020-10-26,2101.949951,2101.949951,2018.500000,2029.099976,2022.593384,17225212
2020-10-27,2034.900024,2059.850098,2005.000000,2034.500000,2027.976196,16835005
2020-10-28,2041.800049,2057.699951,2007.400024,2011.449951,2005.000000,13809929
2020-10-29,1997.000000,2042.000000,1991.000000,2026.900024,2020.400513,14147418
2020-10-30,2033.500000,2065.100098,2021.800049,2054.500000,2047.911987,15700946
2020-11-02,2027.000000,2027.000000,1859.150024,1877.449951,1871.429688,45857806
2020-11-03,1890.000000,1909.000000,1835.099976,1850.400024,1844.466553,40931170
2020-11-04,1837.000000,1929.000000,1837.000000,1913.199951,1907.065063,37003111
2020-11-05,1954.949951,1960.949951,1932.000000,1955.000000,1948.731079,17170274
2020-11-06,1990.000000,2040.000000,1978.150024,2029.150024,2022.643311,30770080
2020-11-09,2062.100098,2069.000000,2036.000000,2050.699951,2044.124146,16539467
2020-11-10,2077.000000,2090.000000,2041.199951,2084.550049,2077.865723,17045147
2020-11-11,2089.000000,2095.000000,1978.099976,1997.199951,1990.795654,26178477
2020-11-12,1981.000000,2008.449951,1965.000000,1980.000000,1973.650879,18481466
2020-11-13,1982.000000,2036.650024,1981.750000,1996.400024,1989.998291,20946864
2020-11-14,null,null,null,null,null,null
2020-11-17,2085.000000,2085.000000,1985.000000,1993.250000,1986.858398,21479385
2020-11-18,1993.250000,2006.500000,1960.099976,1987.199951,1980.827759,14030652
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1966.822876,12828008
2020-11-20,1975.000000,1983.800049,1895.000000,1899.500000,1893.409058,26522972
2020-11-23,1951.000000,1970.000000,1926.250000,1950.699951,1944.444824,20918665
2020-11-24,1964.000000,1974.000000,1932.000000,1964.050049,1957.752075,14277083
2020-11-25,1980.000000,1992.949951,1942.199951,1947.800049,1941.554199,15062376
2020-11-26,1953.050049,1965.000000,1930.050049,1952.599976,1946.338745,11924527
2020-11-27,1940.500000,1956.099976,1921.400024,1929.800049,1923.611938,21845931
2020-12-01,1940.349976,1966.250000,1930.050049,1954.900024,1948.631470,9114939
2020-12-02,1958.500000,1962.000000,1935.000000,1958.150024,1951.870972,10240168
2020-12-03,1972.000000,1981.099976,1958.650024,1964.050049,1957.752075,12822945
2020-12-04,1969.000000,1969.000000,1940.000000,1946.750000,1940.507568,8521388
2020-12-07,1940.599976,1965.000000,1940.599976,1958.199951,1951.920776,8418767
2020-12-08,1961.150024,2014.250000,1950.000000,1993.750000,1987.356812,20030506
2020-12-09,2009.949951,2033.800049,1999.250000,2026.949951,2020.450317,13464375
2020-12-10,2021.599976,2028.500000,2001.000000,2007.000000,2000.564331,7414229
2020-12-11,2013.000000,2038.000000,1974.250000,2005.800049,1999.368286,12434745
2020-12-14,2007.949951,2015.000000,1986.349976,1991.300049,1984.914673,7989830
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1968.019043,8561406
2020-12-16,1988.000000,1994.949951,1965.699951,1976.550049,1970.212036,8565904
2020-12-17,1984.500000,2005.000000,1977.150024,1985.599976,1979.232910,9346460
2020-12-18,1980.099976,2004.900024,1965.000000,1991.550049,1985.163940,8522215
2020-12-21,2010.000000,2022.000000,1855.250000,1939.699951,1933.480103,20368545
2020-12-22,1949.000000,1958.900024,1888.449951,1936.699951,1930.489746,12986606
2020-12-23,1930.000000,1951.449951,1920.650024,1943.849976,1937.616821,8999898
2020-12-24,1947.000000,1998.800049,1945.900024,1994.150024,1987.755615,9588577
2020-12-28,2006.699951,2018.000000,1995.300049,2003.300049,1996.876221,7947719
2020-12-29,2009.000000,2012.300049,1982.550049,1990.050049,1983.668701,8589407
2020-12-30,1995.250000,2007.199951,1975.550049,1995.500000,1989.101196,10173132
2020-12-31,1993.500000,2011.900024,1978.599976,1985.300049,1978.933960,8667516
2021-01-01,1988.000000,1997.000000,1982.000000,1987.500000,1981.126831,4622002
2021-01-04,1995.099976,1998.900024,1968.000000,1990.849976,1984.466064,11312992
2021-01-05,1969.000000,1983.599976,1956.000000,1966.099976,1959.795410,11132803
