Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05600076635195241,0.06423624745675274,0.05600076635195241,0.06149066612124443,1031788800,0.0,0.0
1986-03-14,0.06149064993839497,0.06478522038378134,0.06149064993839497,0.06368660926818848,308160000,0.0,0.0
1986-03-17,0.06368660130022276,0.0653342020421292,0.06368660130022276,0.06478521227836609,133171200,0.0,0.0
1986-03-18,0.06478522166819076,0.06533421151152322,0.06258863084415228,0.06313762068748474,67766400,0.0,0.0
1986-03-19,0.06313763083987552,0.06368662077148433,0.06149066104504905,0.06203965097665787,47894400,0.0,0.0
1986-03-20,0.06203962452483278,0.06203962452483278,0.0598436657346881,0.060392655432224274,58435200,0.0,0.0
1986-03-21,0.0603926665361166,0.06149064613306523,0.05764771754374504,0.058745697140693665,59990400,0.0,0.0
1986-03-24,0.05874570473212586,0.05874570473212586,0.05654974525445505,0.05709873512387276,65289600,0.0,0.0
1986-03-25,0.057098728940066,0.05819670855998993,0.05654973913010403,0.05819670855998993,32083200,0.0,0.0
1986-03-26,0.058196701350941335,0.06039266031876734,0.05764771160898483,0.05984367057681084,22752000,0.0,0.0
1986-03-27,0.05984365366346115,0.060941632837057114,0.05984365366346115,0.060941632837057114,16848000,0.0,0.0
1986-03-31,0.06094164512976044,0.06094164512976044,0.05929467603715193,0.060392655432224274,12873600,0.0,0.0
1986-04-01,0.06039266031876734,0.06039266031876734,0.05984367057681084,0.05984367057681084,11088000,0.0,0.0
1986-04-02,0.0598436657346881,0.06149063482729661,0.0598436657346881,0.060392655432224274,27014400,0.0,0.0
1986-04-03,0.060941632837057114,0.06258860159745105,0.060941632837057114,0.060941632837057114,23040000,0.0,0.0
1986-04-04,0.060941632837057114,0.06149062242385509,0.060941632837057114,0.060941632837057114,26582400,0.0,0.0
1986-04-07,0.06094165006072384,0.061490639802680346,0.05874569109289784,0.05984367057681084,16560000,0.0,0.0
1986-04-08,0.0598436657346881,0.06149063482729661,0.0598436657346881,0.060392655432224274,10252800,0.0,0.0
1986-04-09,0.06039268616738603,0.062039656098173634,0.06039268616738603,0.06149066612124443,12153600,0.0,0.0
1986-04-10,0.06149066104504905,0.0625886409082667,0.06039268118183141,0.06203965097665787,13881600,0.0,0.0
1986-04-11,0.06258863084415228,0.0642362318248583,0.06258863084415228,0.06313762068748474,17222400,0.0,0.0
1986-04-14,0.0631376194357401,0.06423623055133297,0.0631376194357401,0.06368660926818848,12153600,0.0,0.0
1986-04-15,0.06368660926818848,0.06368660926818848,0.06149064993839497,0.06368660926818848,9302400,0.0,0.0
1986-04-16,0.06368659901299203,0.06643217918382033,0.06313760926894527,0.06588318943977356,31910400,0.0,0.0
1986-04-17,0.0658831882860443,0.0664321780204773,0.0658831882860443,0.0664321780204773,22003200,0.0,0.0
1986-04-18,0.06643217508787469,0.06643217508787469,0.06368659508632803,0.06423621624708176,21628800,0.0,0.0
1986-04-21,0.06423621624708176,0.06478520595727999,0.06258861566593156,0.06423621624708176,22924800,0.0,0.0
1986-04-22,0.0642362318248583,0.0642362318248583,0.06313762068748474,0.06313762068748474,15552000,0.0,0.0
1986-04-23,0.06313759273154658,0.06368658233179851,0.06258860313129463,0.06341208517551422,15609600,0.0,0.0
1986-04-24,0.06341208760293358,0.0708240812966537,0.06313759514845835,0.06972610205411911,62352000,0.0,0.0
1986-04-25,0.07027511379244836,0.07713812002483413,0.07027511379244836,0.07411867380142212,85795200,0.0,0.0
1986-04-28,0.07411871697180465,0.07521669719941423,0.07356909540698013,0.07466770708560944,28886400,0.0,0.0
1986-04-29,0.07466765008827715,0.07466765008827715,0.07192207016406386,0.07247105985879898,30326400,0.0,0.0
1986-04-30,0.07247107090245047,0.07302006068084452,0.06917713223208626,0.07082410156726837,30902400,0.0,0.0
1986-05-01,0.0708240812966537,0.0708240812966537,0.06862812281158452,0.06972610205411911,54345600,0.0,0.0
1986-05-02,0.06972610205411911,0.0708240812966537,0.06917711243285181,0.06972610205411911,20246400,0.0,0.0
1986-05-05,0.06972610310294058,0.06972610310294058,0.06917711347341537,0.06917711347341537,3254400,0.0,0.0
1986-05-06,0.06972610205411911,0.0708240812966537,0.06972610205411911,0.06972610205411911,9734400,0.0,0.0
1986-05-07,0.06972610205411911,0.07027509167538641,0.06862812281158452,0.06972610205411911,5155200,0.0,0.0
1986-05-08,0.06972612319881423,0.07027511298656464,0.06917713341106382,0.07027511298656464,3542400,0.0,0.0
1986-05-09,0.07027509167538641,0.07027509167538641,0.06972610205411911,0.06972610205411911,6076800,0.0,0.0
1986-05-12,0.06972612319881423,0.07192208234981586,0.06972612319881423,0.07027511298656464,10483200,0.0,0.0
1986-05-13,0.07027511178887433,0.0713730913456624,0.07027511178887433,0.07082410156726837,3830400,0.0,0.0
1986-05-14,0.07082410277431504,0.07082410277431504,0.07027511298656464,0.07027511298656464,9302400,0.0,0.0
1986-05-15,0.07027511298656464,0.07137309256206545,0.07027511298656464,0.07027511298656464,3801600,0.0,0.0
